input_name,wiki_name,wiki_description,wiki_url,category,lat,lon
Place du 18 Juin 1940,Boulevard du Montparnasse,"The Boulevard du Montparnasse (French pronunciation: ) is a two-way boulevard in Montparnasse, in the 6th, 14th and 15th arrondissements of Paris.",https://en.wikipedia.org/wiki/Boulevard_du_Montparnasse,Historic Site,,
Temple protestant de l'Oratoire du Louvre,Oratoire du Louvre,"The Église réformée de l'Oratoire du Louvre is a historic Protestant church located at 145 rue Saint-Honoré – 160 rue de Rivoli in the 1st arrondissement of Paris, across the street from the Louvre. It was founded as a Catholic church in 1611, became the royal chapel of France under Louis XIII, and then became a Protestant Church under Napoleon I in 1811. It is now a member of the United Protestant Church of France.",https://en.wikipedia.org/wiki/Oratoire_du_Louvre,Church,,
La Chapelle Sainte Rita,Rita de Cascia,"Marguerite Lotti (in Italian: Margherita Lotti), called Sister Rita of Cascia (in Italian: sorella Rita da Cascia) commonly simplified to Rita, born in May 1381 in Roccaporena (Papal States) and died on May 22, 1457 in Cascia (Papal States), is an Italian widow who was admitted to the Augustinian order. She is known as the advocate of “desperate causes.” Canonized in 1900, her incorrupt body remains in the Basilica of Saint Rita in Cascia.",https://fr.wikipedia.org/wiki/Rita_de_Cascia,Historic Site,,
Place de la Chapelle,Place de la Chapelle,"Place de la Chapelle is a square in the 18th arrondissement of Paris, France.",https://fr.wikipedia.org/wiki/Place_de_la_Chapelle,Historic Site,48.884776,2.359421
Square de Clignancourt,Square de Clignancourt,"Square de Clignancourt is a street in the 18th arrondissement of Paris, France.",https://fr.wikipedia.org/wiki/Square_de_Clignancourt,Historic Site,48.893578,2.347299
Porte Chaumont,Porte Chaumont,"Porte Chaumont is a gate in Paris, France, located in the America district in the 19th arrondissement of the capital.",https://fr.wikipedia.org/wiki/Porte_Chaumont,Historic Site,48.8864264,2.3941509
Square Rodin,Lycée Rodin,"The Lycée Rodin is a French secondary and higher education establishment, located at 19 rue Corvisart, in the 13th arrondissement of Paris, not far from the Gobelins factory.",https://fr.wikipedia.org/wiki/Lyc%C3%A9e_Rodin,Historic Site,,
Rue Du Pot De Fer,Rue du Pot-de-Fer,Rue du Pot-de-Fer is a street in the 5th arrondissement of Paris.,https://fr.wikipedia.org/wiki/Rue_du_Pot-de-Fer,Historic Site,48.8428892,2.3485564
Place Léon Blum,Place Léon-Blum,"Place Léon-Blum, formerly but still sometimes called Place Voltaire, is a street located in the Roquette and Saint-Ambroise districts of the 11th arrondissement of Paris, in France.",https://fr.wikipedia.org/wiki/Place_L%C3%A9on-Blum,Historic Site,48.858045,2.380503
Eglise Armenienne du Marais,Cathédrale Sainte-Croix de Paris des Arméniens,"The Sainte-Croix de Paris Cathedral of the Armenians, former Saint-Jean-Saint-François church, is a cathedral of Armenian Catholic worship located 13-15 rue du Perche, in the 3rd arrondissement of Paris in the Marais district.",https://fr.wikipedia.org/wiki/Cath%C3%A9drale_Sainte-Croix_de_Paris_des_Arm%C3%A9niens,Church,48.860903,2.36058036
Place Jules Joffrin,Place Jules-Joffrin,"Place Jules-Joffrin is a square located in the 18th arrondissement of Paris, France.",https://fr.wikipedia.org/wiki/Place_Jules-Joffrin,Historic Site,48.892499,2.344653
Église Saint-Jacques-Saint-Christophe de la Villette,Église Saint-Jacques-Saint-Christophe de la Villette,"The Saint-Jacques-Saint-Christophe de la Villette church, located 6, place de Bitche, between square Serge-Reggiani and place de Joinville, in the 19th arrondissement of Paris, is a Catholic parish church built between 1841 and 1844.",https://fr.wikipedia.org/wiki/%C3%89glise_Saint-Jacques-Saint-Christophe_de_la_Villette,Church,48.889167,2.379639
Place de Rhin et Danube,Place Rhin-et-Danube,Place Rhin-et-Danube is a street located in the America district of the 19th arrondissement of Paris.,https://fr.wikipedia.org/wiki/Place_Rhin-et-Danube,Historic Site,48.8820195,2.3931022
Place Flora Tristan,Place Flora-Tristan,Place Flora-Tristan is a street located in the Plaisance district of the 14th arrondissement of Paris.,https://fr.wikipedia.org/wiki/Place_Flora-Tristan,Historic Site,48.832318,2.32065
Place de la Porte de Saint-Cloud,Place de la Porte-de-Saint-Cloud,The Place de la Porte-de-Saint-Cloud is a thoroughfare in the Auteuil district of Paris's 16th arrondissement.,https://en.wikipedia.org/wiki/Place_de_la_Porte-de-Saint-Cloud,Historic Site,,
Place Wagram,Place de Wagram,Place de Wagram is a square in the 17th arrondissement of Paris.,https://fr.wikipedia.org/wiki/Place_de_Wagram,Historic Site,48.887375,2.304712
Laureline's Garden,Animation Digital Network,"Animation Digital Network, abbreviated ADN, formerly Anime Digital Network, is a VoD and simulcast platform born from the merger between KZPlay, belonging to Kazé, and Genzai, belonging to Kana Home Video, with the theme of broadcasting Japanese and Franco-Belgian animated series and feature films.",https://fr.wikipedia.org/wiki/Animation_Digital_Network,Historic Site,,
Place d'Iéna,Place d'Iéna,Place d'Iéna is located in the 16th arrondissement of Paris.,https://fr.wikipedia.org/wiki/Place_d%27I%C3%A9na,Historic Site,48.86473,2.29389
Place Dalida,Place Dalida,"The Place Dalida (French pronunciation: ) is a square in Montmartre, in the 18th arrondissement of Paris, named after the Italian-French singer Dalida. Many fans and tourists visit the place to pay tribute to the artist.",https://en.wikipedia.org/wiki/Place_Dalida,Historic Site,,
Porte de la Villette,Porte de la Villette,"Porte de la Villette is a gateway to Paris located in the Villette district in the 19th arrondissement of the capital. It separates Paris from Aubervilliers and Pantin (Seine-Saint-Denis). Historically, it is one of the seventeen gates opened in the walls of Thiers in the middle of the 19th century to protect Paris.",https://fr.wikipedia.org/wiki/Porte_de_la_Villette,Historic Site,48.898388,2.386341
Escaliers de Lamarck-Caulaincourt,Lamarck - Caulaincourt (métro de Paris),"Lamarck - Caulaincourt is a station on line 12 of the Paris metro, located in the 18th arrondissement of Paris.",https://fr.wikipedia.org/wiki/Lamarck_-_Caulaincourt_(m%C3%A9tro_de_Paris),Historic Site,48.889849,2.338693
Jardin Serge Gainsbourg,Jardin Serge-Gainsbourg,"The Serge-Gainsbourg Garden is a public garden in the 19th arrondissement of Paris, France.",https://fr.wikipedia.org/wiki/Jardin_Serge-Gainsbourg,Garden,48.878889,2.408611
Place du Docteur Félix Lobligeois,Place du Docteur-Félix-Lobligeois,Place du Docteur-Félix-Lexigeois is a square in the 17th arrondissement of Paris.,https://fr.wikipedia.org/wiki/Place_du_Docteur-F%C3%A9lix-Lobligeois,Historic Site,48.886663,2.317622
Église Saint-Paul Saint-Louis,Saint-Paul-Saint-Louis,"The Église Saint-Paul-Saint-Louis (French pronunciation: ) is a church on rue Saint-Antoine in the Marais quarter of Paris. The present building was constructed from 1627 to 1641 by the Jesuit architects Étienne and François Derand, on the orders of Louis XIII. It was the first church in Paris to break away entirely from the Gothic style and to use the new Baroque style of the Jesuits, and it had an important influence on Parisian religious architecture. It gives its name to Place Saint-Paul and its nearest Metro station, Saint-Paul. Next door to the church is the Lycée Charlemagne, also founded by the Jesuits.",https://en.wikipedia.org/wiki/Saint-Paul-Saint-Louis,Church,,
Pont d'Iéna,Pont d'Iéna,Pont d'Iéna (French: ; French for 'Jena Bridge') is a bridge spanning the River Seine in Paris. It links the Eiffel Tower on the Left Bank to the district of Trocadéro on the Right Bank.,https://en.wikipedia.org/wiki/Pont_d%27I%C3%A9na,Bridge,,
Place Félix Eboué,Place Félix-Éboué,"Place Félix-Éboué, previously called Place Daumesnil, is a street located in the Picpus district of the 12th arrondissement of Paris.",https://fr.wikipedia.org/wiki/Place_F%C3%A9lix-%C3%89bou%C3%A9,Historic Site,48.839815,2.395811
Place Jacques Bonsergent,Place Jacques-Bonsergent,"Place Jacques-Bonsergent is a street in the 10th arrondissement of Paris, France.",https://fr.wikipedia.org/wiki/Place_Jacques-Bonsergent,Historic Site,48.870954,2.361073
Pont Qui Bouge,Tizi Ouzou,"Tizi Ouzou (in Kabyle: ⵝⵉⵣⵉ ⵡⴻⵣⵣⵓ, Ṯizi Wezzu; in Arabic: تيزي وزو; nicknamed “the capital of Djurdjura” and “col des Genêts”) is an Algerian commune located 30 km south of the Mediterranean coast and 100 km east of the capital Algiers. It is the capital of the Wilaya of Tizi Ouzou and the Daïra of Tizi Ouzou, in Kabylia.",https://fr.wikipedia.org/wiki/Tizi_Ouzou,Historic Site,36.716667,4.05
Église Saint-Gervais Saint-Protais,Église Saint-Gervais-Saint-Protais,"Église Saint-Gervais-Saint-Protais, or Église Saint-Gervais-et-Saint-Protais, may refer to many churches around the world dedicated to the twins Saint Gervais and Saint Protais.",https://fr.wikipedia.org/wiki/%C3%89glise_Saint-Gervais-Saint-Protais,Church,,
Square Henri Collet,Square Henri-Collet,"Square Henri-Collet is a square in the 16th arrondissement of Paris, in the Auteuil district.",https://fr.wikipedia.org/wiki/Square_Henri-Collet,Historic Site,48.85181,2.27526
Rue Mallet Stevens,Rue Mallet-Stevens,Rue Mallet-Stevens is a public road in Paris inaugurated in July 1927 and located in the 16th arrondissement of Paris.,https://fr.wikipedia.org/wiki/Rue_Mallet-Stevens,Historic Site,48.85486,2.266
Banc Public,Banc public,A public bench is a bench installed in a public place. It is part of urban furniture.,https://fr.wikipedia.org/wiki/Banc_public,Historic Site,,
Église Notre-Dame-de-Bonne-Nouvelle,Église Notre-Dame-de-Bonne-Nouvelle de Paris,"The Notre-Dame-de-Bonne-Nouvelle church, located at 25, rue de la Lune, in the 2nd arrondissement of Paris, is a Catholic parish church built from 1823 to 1830.",https://fr.wikipedia.org/wiki/%C3%89glise_Notre-Dame-de-Bonne-Nouvelle_de_Paris,Church,48.869583,2.349861
FRAC Île-de-France — Le Plateau,Conseil régional d'Île-de-France,"The Île-de-France regional council is the deliberative assembly of the French region of Île-de-France. The regional council is made up of 209 regional councilors elected for 6 years and has been chaired since December 18, 2015 by Valérie Pécresse (LR).",https://fr.wikipedia.org/wiki/Conseil_r%C3%A9gional_d%27%C3%8Ele-de-France,Historic Site,,
Place de Barcelone,Place de Barcelone,Place de Barcelona is an odonym to refer to:,https://fr.wikipedia.org/wiki/Place_de_Barcelone,Historic Site,,
Église Notre-Dame-du-Travail,Église Notre-Dame-du-Travail,Notre-Dame-du-Travail Church refers to the following churches:,https://fr.wikipedia.org/wiki/%C3%89glise_Notre-Dame-du-Travail,Church,,
Porte de Champerret,Porte de Champerret,Porte de Champerret is a Paris gate in the 17th arrondissement of Paris.,https://fr.wikipedia.org/wiki/Porte_de_Champerret,Historic Site,48.885556,2.291389
L'Eglise Notre-Dame de Consolation,Chapelle Notre-Dame-de-Consolation de Paris,"The Notre-Dame-de-Consolation chapel is a chapel located at 23 rue Jean-Goujon in the Champs-Élysées district (8th arrondissement) in Paris. It is today entrusted to the Priestly Fraternity of Saint-Pie-X, by its owner, the Memorial du Bazar de la Charité association.",https://fr.wikipedia.org/wiki/Chapelle_Notre-Dame-de-Consolation_de_Paris,Historic Site,48.86556,2.306028
Cathédrale Saint-Alexandre-Nevsky,Cathédrale Saint-Alexandre-Nevski,Several cathedrals are named Saint-Alexander-Nevsky Cathedral or Saint-Alexander-Nevsky Cathedral in honor of Alexander Nevsky:,https://fr.wikipedia.org/wiki/Cath%C3%A9drale_Saint-Alexandre-Nevski,Historic Site,,
Pelouse aux Lions,Équipe du Cameroun de football,"The Cameroon football team is the national team that represents Cameroon in international men's football competitions, under the aegis of the Cameroon Football Federation (FECAFOOT). Also nicknamed the “Indomitable Lions” team.",https://fr.wikipedia.org/wiki/%C3%89quipe_du_Cameroun_de_football,Historic Site,,
Place des Antilles,Place des Antilles,"Place des Antilles is a street located in the Sainte-Marguerite district of the 11th arrondissement of Paris, France.",https://fr.wikipedia.org/wiki/Place_des_Antilles,Historic Site,48.8487353,2.3987835
Place de Varsovie,Place de Varsovie,Place de Varsovie is a street located in the Muette district and the Chaillot district of the 16th arrondissement of Paris.,https://fr.wikipedia.org/wiki/Place_de_Varsovie,Historic Site,48.8603597,2.2912085
Square de la Madone,Square de la Madone,"Square de la Madone is a square in the 18th arrondissement of Paris, in the Chapelle district.",https://fr.wikipedia.org/wiki/Square_de_la_Madone,Historic Site,48.8927,2.36148
Place de la Convention,Convention citoyenne pour le climat,"The Citizens' Convention for the Climate is an assembly of French citizens set up in October 2019 by the Economic, Social and Environmental Council, at the request of Prime Minister Édouard Philippe. This initiative brings together 150 volunteers selected at random from the French population, with the aim of designing a set of structuring measures “to achieve, in a spirit of social justice, reducing France's greenhouse gas emissions by at least 40% by 2030 compared to 1990”.",https://fr.wikipedia.org/wiki/Convention_citoyenne_pour_le_climat,Historic Site,,
Porte de Pantin,Porte de Pantin,"The Porte de Pantin is, today, a very important gate in Paris, France, located in the Villette district in the 19th arrondissement of the capital. It constitutes the main access to the town of Pantin from Paris.",https://fr.wikipedia.org/wiki/Porte_de_Pantin,Historic Site,48.889557,2.395804
American Cathedral in Paris,American Cathedral in Paris,"The American Cathedral in Paris (French: Cathédrale Américaine de Paris), formally known as the Cathedral Church of the Holy Trinity, is one of the oldest English-speaking churches in Paris. It is the gathering church for the Convocation of Episcopal Churches in Europe, and is part of the worldwide Anglican Communion. The church is located in central Paris between the Champs-Elysées and the River Seine at 23 avenue George V in the 8th arrondissement. The closest métro stations are Alma – Marceau and George V .",https://en.wikipedia.org/wiki/American_Cathedral_in_Paris,Church,,
Musée National du Sport,Musée National du Sport,"The Musée national du Sport is a national sports museum located in the Grand Stadium of Nice, France.",https://en.wikipedia.org/wiki/Mus%C3%A9e_National_du_Sport,Museum,,
Porte d'Asnières,Porte d'Asnières,The Porte d'Asnières is an important gate in Paris located in the 17th arrondissement. It owes its name to its proximity to the town of Asnières-sur-Seine.,https://fr.wikipedia.org/wiki/Porte_d%27Asni%C3%A8res,Historic Site,48.890183,2.303707
Jardin des Invalides,Hôtel des Invalides,"The Hôtel des Invalides is a Parisian monument, located in the 7th arrondissement, whose construction was ordered by Louis XIV by the royal edict of February 24, 1670, to accommodate the invalids of his armies. Remaining faithful to this mission, in addition to the National Institution for Invalids, it houses the Saint-Louis des Invalides cathedral, several museums and a military necropolis including the tomb of Napoleon I. Seat of high military authorities such as the military governor of Paris, it also brings together a number of organizations dedicated to the memory of veterans and the support of wounded soldiers.",https://fr.wikipedia.org/wiki/H%C3%B4tel_des_Invalides,Monument / Landmark,48.86,2.311944
Jardin de la Cité Prost,Cité Prost,"The Prost city is a former road in the 11th arrondissement of Paris, France, closed in 2006.",https://fr.wikipedia.org/wiki/Cit%C3%A9_Prost,Historic Site,48.852228,2.385577
Place Raoul Dautry,Place Raoul-Dautry,Place Raoul-Dautry is a square in the east of the 15th arrondissement of Paris.,https://fr.wikipedia.org/wiki/Place_Raoul-Dautry,Historic Site,48.841667,2.321111
Place Georges Pompidou,Place Georges-Pompidou,Place Georges-Pompidou is a square located in the 4th arrondissement of Paris.,https://fr.wikipedia.org/wiki/Place_Georges-Pompidou,Historic Site,48.860734,2.351659
Square Van Vollenhoven,Square Van-Vollenhoven,Square Van-Vollenhoven is a green space located in the Bel-Air district of the 12th arrondissement of Paris.,https://fr.wikipedia.org/wiki/Square_Van-Vollenhoven,Historic Site,48.834618,2.406746
Église Saint-Séverin,"Saint-Séverin, Paris","The Church of Saint-Séverin (French: Église Saint-Séverin, pronounced ) is a Catholic church in the 5th arrondissement, or Latin Quarter, of Paris, on the lively tourist street Rue Saint-Séverin. It was constructed beginning in 1230, then, after a fire, rebuilt and enlarged in the 15th to 17th centuries in the Flamboyant Gothic style. It was the parish church for students at the University of Paris, and is one of the oldest churches that remains standing on the Left Bank.","https://en.wikipedia.org/wiki/Saint-S%C3%A9verin,_Paris",Church,,
Rond-Point des Champs-Élysées — Marcel Dassault,Rond-point des Champs-Élysées-Marcel-Dassault,"The Champs-Élysées-Marcel-Dassault roundabout, formerly but still sometimes referred to in common usage as the Champs-Élysées roundabout, is a square in the 8th arrondissement of Paris, capital of France.",https://fr.wikipedia.org/wiki/Rond-point_des_Champs-%C3%89lys%C3%A9es-Marcel-Dassault,Historic Site,48.86897,2.31009
Square Alberto Giacometti,Square Alberto-Giacometti,The Alberto-Giacometti square is a square in the 14th arrondissement of Paris.,https://fr.wikipedia.org/wiki/Square_Alberto-Giacometti,Historic Site,48.83194,2.31965
Cimetière de Passy,Passy Cemetery,"Passy Cemetery (French: Cimetière de Passy) is a small cemetery in Passy, in the 16th arrondissement of Paris, France.",https://en.wikipedia.org/wiki/Passy_Cemetery,Cemetery,,
Place Rodin,Place Rodin,Place Rodin is a street located in the Auteuil district of the 16th arrondissement of Paris.,https://fr.wikipedia.org/wiki/Place_Rodin,Historic Site,48.8533097,2.2709614
Place Pinel,Place Pinel,The Place Pinel (English: Pinel Square) is a square and street in the 13th arrondissement of Paris.,https://en.wikipedia.org/wiki/Place_Pinel,Historic Site,,
Porte Saint-Martin,Porte Saint-Martin,"The Porte Saint-Martin (French pronunciation: , St. Martin Gate) is a Parisian monument located at the site of one of the gates of the now-destroyed fortifications of Paris. It is located at the intersection of the Rue Saint-Martin from the south, the Rue du Faubourg Saint-Martin from the north and the grands boulevards Boulevard Saint-Martin from the east and Boulevard Saint-Denis from the west.",https://en.wikipedia.org/wiki/Porte_Saint-Martin,Monument / Landmark,,
Porte d'Aubervilliers,Porte d'Aubervilliers,"Porte d'Aubervilliers is an important gate in Paris, France, located at the junction of the Pont-de-Flandre district in the 19th arrondissement and the Chapelle district in the 18th arrondissement of Paris.",https://fr.wikipedia.org/wiki/Porte_d%27Aubervilliers,Historic Site,48.898611,2.370556
Pont de Grenelle,Pont de Grenelle,"The Pont de Grenelle-Cadets de Saumur (French pronunciation: ), formerly known as Pont de Grenelle (English: Grenelle Bridge. ""Cadets de Saumur"" is the name of the students of the Saumur Cavalry School) is a bridge that crosses the Seine River in Paris, France. It connects the city's 15th and 16th arrondissements, and passes through the Île aux Cygnes. Constructed of steel, it is a girder bridge. The current bridge was constructed in 1966-68. It replaced an iron bridge that had stood since 1875. which had replaced the original wooden tollbridge built in 1827-29. The bridge passes behind a replica of the Statue of Liberty.",https://en.wikipedia.org/wiki/Pont_de_Grenelle,Bridge,,
Porte Dorée,Porte Dorée,,https://en.wikipedia.org/wiki/Porte_Dor%C3%A9e,Historic Site,,
Parc de Passy,Parc de Passy,Passy Park is a public garden located in the 16th arrondissement of Paris.,https://fr.wikipedia.org/wiki/Parc_de_Passy,Garden,48.856111,2.2825
Place Balard,Place Balard,Place Balard is a square in the 15th arrondissement of Paris which owes its name to the chemist Antoine-Jérôme Balard (1802-1876).,https://fr.wikipedia.org/wiki/Place_Balard,Historic Site,48.836828,2.278628
Église Saint-Étienne-du-Mont,Église Saint-Étienne-du-Mont de Paris,"The Saint-Étienne-du-Mont church is a church located on the Sainte-Geneviève mountain, in the 5th arrondissement of Paris, near the Henri-IV high school and the Panthéon.",https://fr.wikipedia.org/wiki/%C3%89glise_Saint-%C3%89tienne-du-Mont_de_Paris,Church,48.846528,2.34806
statue d'Artagnan,D'Artagnan,"Charles de Batz de Castelmore, known as d'Artagnan, was a French musketeer born between 1611 and 1615 at Castelmore Castle, near Lupiac, in Gascony (in the current department of Gers) and died in Maastricht during the siege of this city on June 25, 1673, during the Dutch War.",https://fr.wikipedia.org/wiki/D%27Artagnan,Historic Site,,
Église Notre-Dame de la Croix,Église Notre-Dame-de-la-Croix de Ménilmontant,"The Notre-Dame-de-la-Croix church is a Catholic building located in the Ménilmontant district of the 20th arrondissement of Paris (France). This vast church (97 meters long, 38 meters wide, 20 meters high under the vault of the nave) combines neo-Romanesque and neo-Gothic elements. It has a bell tower 78 meters high as well as a monumental staircase which precedes its facade. It is one of the largest churches in Paris (the fourth by volume) and has been classified as a historic monument since 2017.",https://fr.wikipedia.org/wiki/%C3%89glise_Notre-Dame-de-la-Croix_de_M%C3%A9nilmontant,Monument / Landmark,48.8684833,2.3868556
Place Saint-Sulpice,Place Saint-Sulpice,"The Place Saint-Sulpice is a large public square, dominated on its eastern side by the Church of Saint-Sulpice. It was built in 1754 as a tranquil garden in the Latin Quarter of the 6th arrondissement of Paris.",https://en.wikipedia.org/wiki/Place_Saint-Sulpice,Church,,
Esplanade du 9 Novembre 1989,Esplanade du 9-Novembre-1989,The Esplanade du 9-Novembre-1989 is a square in the 15th arrondissement of Paris.,https://fr.wikipedia.org/wiki/Esplanade_du_9-Novembre-1989,Historic Site,48.832328,2.287841
Daso,Arnold Kisoka,"Arnold Daso Kisoka, born September 4, 2000, is a judoka from the Democratic Republic of Congo.",https://fr.wikipedia.org/wiki/Arnold_Kisoka,Historic Site,,
Église Sainte-Élisabeth-de-Hongrie,Église Sainte-Élisabeth-de-Hongrie de Paris,"The Sainte-Élisabeth-de-Hungrie church is a Catholic religious building located in Paris (3rd arrondissement), dating from the 17th and 19th centuries. Firstly the chapel of the monastery of the nuns of the Third Order of Saint Francis (from 1646 to 1792) then the parish church (since 1802) in the Temple district, it usually hosts the religious celebrations of the sovereign order of Malta in Paris (since 1938).",https://fr.wikipedia.org/wiki/%C3%89glise_Sainte-%C3%89lisabeth-de-Hongrie_de_Paris,Church,48.866017,2.360805
Pont Tournant de la Grange aux Belles,Pont Hélène-Duc,"The Hélène-Duc bridge, previously known as the Grange-aux-Belles bridge, named after the street that leads to it, is a swing-type road bridge, crossing the Saint-Martin canal, in the 10th arrondissement of Paris.",https://fr.wikipedia.org/wiki/Pont_H%C3%A9l%C3%A8ne-Duc,Bridge,48.873056,2.363972
Église Saint-Jean de Montmartre,Saint-Jean de Montmartre,Saint-Jean de Montmartre (French pronunciation: ) is a Roman Catholic parish church located at 19 Rue des Abbesses in the 18th arrondissement of Paris.,https://en.wikipedia.org/wiki/Saint-Jean_de_Montmartre,Church,,
Hillsong Paris,Église Hillsong,"Hillsong Church is an international evangelical Christian association of charismatic churches, based in Sydney, Australia. Its directors are Phil and Lucinda Dooley. The Church has faced various scandals, including sexual misconduct and abuse by pastors and misappropriation of donations.",https://fr.wikipedia.org/wiki/%C3%89glise_Hillsong,Church,,
Place Adolphe Chérioux,Place Adolphe-Chérioux,Place Adolphe-Chérioux is a square in the 15th arrondissement of Paris.,https://fr.wikipedia.org/wiki/Place_Adolphe-Ch%C3%A9rioux,Historic Site,48.84013,2.300686
Porte d'Italie,Porte d'Italie,"The Porte d'Italie is one of the city gates of Paris, located in the 13th arrondissement, at the intersection of the Avenue d'Italie, the Boulevard Massena, the Avenue de la Porte d'Italie and the Rue Kellermann, facing Le Kremlin-Bicêtre.",https://en.wikipedia.org/wiki/Porte_d%27Italie,Historic Site,,
Église Saint Julien Le Pauvre,Saint-Julien-le-Pauvre,"Saint-Julien-le-Pauvre, in full Église Saint-Julien-le-Pauvre (French for Church of Saint Julian the Poor), is a Melkite Greek Catholic parish church in Paris, France, and one of the city's oldest religious buildings. Begun in Romanesque style during the 12th century, most of its architecture is Primary Gothic. It is situated in the 5th arrondissement, on the Left Bank of the Seine River, about 500 meters away from the Musée de Cluny and in the proximity of the Maubert-Mutualité Paris Métro station. It shares a city block with the Square René Viviani.",https://en.wikipedia.org/wiki/Saint-Julien-le-Pauvre,Church,,
Eglise Saint-Ignace,Église Saint-Ignace,,https://fr.wikipedia.org/wiki/%C3%89glise_Saint-Ignace,Historic Site,,
Église Saint-Jean-Baptiste-de-La-Salle,Église Saint-Jean-Baptiste-de-La-Salle,"The Saint-Jean-Baptiste-de-La-Salle church is a Catholic church located in the Necker district of the 15th arrondissement of Paris, dedicated to Saint Jean-Baptiste de La Salle, founder in the 18th century of the Brothers of the Christian Schools and patron saint of educators.",https://fr.wikipedia.org/wiki/%C3%89glise_Saint-Jean-Baptiste-de-La-Salle,Church,48.841167,2.3123972
Le jardin de bagnolet,Bagnolet,"Bagnolet is a French commune, located in the department of Seine-Saint-Denis in the Île-de-France region.",https://fr.wikipedia.org/wiki/Bagnolet,Historic Site,48.8692,2.4181
Chapelle notre dame,Chapelle Notre-Dame,Notre-Dame Chapel is the designation of several chapels:,https://fr.wikipedia.org/wiki/Chapelle_Notre-Dame,Historic Site,,
Crématorium du Père Lachaise,Crématorium-columbarium du Père-Lachaise,The Père-Lachaise crematorium-columbarium is an architectural ensemble made up of the first crematorium in France and a columbarium. The 19th century building built by architect Jean Camille Formigé is located inside the Père-Lachaise cemetery in Paris. It has been listed as a historic monument since 1995.,https://fr.wikipedia.org/wiki/Cr%C3%A9matorium-columbarium_du_P%C3%A8re-Lachaise,Monument / Landmark,48.862444444444,2.3958888888889
Square Jan Doornik,Square Jan-Doornik,Square Jan-Doornik is a green space in the 16th arrondissement of Paris.,https://fr.wikipedia.org/wiki/Square_Jan-Doornik,Historic Site,48.867699,2.27332
Église Saint-Ambroise,St. Ambrose Church,"St. Ambrose Church, Saint Ambrose Parish, Sant'Ambrogio, Église Saint-Ambroise, or variations, may refer to:",https://en.wikipedia.org/wiki/St._Ambrose_Church,Church,,
Église du Saint-Esprit,Église du Saint-Esprit,,https://en.wikipedia.org/wiki/%C3%89glise_du_Saint-Esprit,Historic Site,,
Place Henri Frenay,Place Henri-Frenay,Place Henri-Frenay is a street located in the Quinze-Vingts district of the 12th arrondissement of Paris.,https://fr.wikipedia.org/wiki/Place_Henri-Frenay,Historic Site,48.845864,2.375843
Église Saint-Bernard de la Chapelle,Saint-Bernard de la Chapelle,"Saint-Bernard-de-La-Chapelle (French pronunciation: ), is a Neo-Gothic Roman Catholic parish church located at 11 rue Affre in the 18th arrondissement of Paris in the quarter known as he Goutte d'Or It takes its name from Bernard de Clairvaux, a monk from Burgundy in the 12th century who reformed the Cistercian Order. ""La Chapelle"" was the name of the neighbourhood, and came from a legendary chapel that was believed to have been built there by in 475 by Saint Genevieve over the burial place of Saint Denis, decapitated there in about 250 A.D.",https://en.wikipedia.org/wiki/Saint-Bernard_de_la_Chapelle,Church,,
Église Saint-Vincent-de-Paul,St. Vincent de Paul Church,St. Vincent de Paul Church or St. Vincent de Paul Roman Catholic Church may refer to:,https://en.wikipedia.org/wiki/St._Vincent_de_Paul_Church,Church,,
Paroisse Notre-Dame du Liban,Notre-Dame du Liban,"Our Lady of Lebanon is the term by which the Virgin Mary, Mother of God, is invoked as patroness, protector and queen of Lebanon. This devotion has its origins at the beginning of the 20th century, when to celebrate the 50th anniversary of the proclamation (in 1854) of the dogma of the Immaculate Conception, the patriarch of the Maronite Church had the sanctuary of Our Lady of Lebanon built on the rock of Harissa (district of Kesrouan), north of Beirut, topped with a monumental statue of the Virgin Mary.",https://fr.wikipedia.org/wiki/Notre-Dame_du_Liban,Monument / Landmark,,
Église Sainte-Jeanne-de-Chantal,Église Sainte-Jeanne-de-Chantal,,https://en.wikipedia.org/wiki/%C3%89glise_Sainte-Jeanne-de-Chantal,Historic Site,,
Parc de la Folie-Titon,Rue Titon,"Rue Titon is a street in the 11th arrondissement of Paris, France.",https://fr.wikipedia.org/wiki/Rue_Titon,Historic Site,48.851773,2.386404
Square Robert Schuman,Square Robert-Schuman,"Square Robert-Schuman is a square in the 16th arrondissement of Paris, running along the Bois de Boulogne and Boulevard Lannes.",https://fr.wikipedia.org/wiki/Square_Robert-Schuman,Historic Site,48.8692,2.27278
Pont d'Austerlitz,Pont d'Austerlitz,"The Pont d'Austerlitz is a bridge which crosses the Seine River in Paris, France. It owes its name to the battle of Austerlitz (1805).",https://en.wikipedia.org/wiki/Pont_d%27Austerlitz,Bridge,,
Chapelle Saint Vincent de Paul,Chapelle Saint-Vincent-de-Paul,The Saint-Vincent-de-Paul chapel may refer to:,https://fr.wikipedia.org/wiki/Chapelle_Saint-Vincent-de-Paul,Historic Site,,
Pont de l'Archevêché,Pont de l'Archevêché,"The Pont de l'Archevêché (French pronunciation: , Archbishop's Bridge) is a bridge crossing the Seine river in Paris, France.",https://en.wikipedia.org/wiki/Pont_de_l%27Archev%C3%AAch%C3%A9,Bridge,,
