name,url,short_description,ticket_price,ticket_price_conditions,opening_hours,payment_methods,address,visiting_services,ticket_price_raw
Maison de George Sand,https://www.maison-george-sand.fr/,"In the heart of Berry, enter the intimacy of a 19th-century great writer: George Sand.",9.0,Free for under 26s,"Maison de George Sand
Visit only guided (reservation recommended)
From October 1st to March 31st
Outside All Saints' holidays: 10:45 AM; 2:15 PM; 3:30 PM
October and All Saints' holidays weekend: 10:45 AM; 11:15 AM; 2:15 PM; 3:00 PM; 3:45 PM; 5:00 PM
Closed on December 15th
From April 1st to June 30th
10:15 AM; 11:15 AM; 2:15 PM; 3:00 PM; 3:45 PM; 4:30 PM
From July 1st to August 31st
10:15 AM; 11:00 AM; 11:30 AM; 2:00 PM; 2:30 PM; 3:00 PM; 3:30 PM; 4:00 PM; 4:30 PM; 5:00 PM
From September 1st to September 30th
10:15 AM; 11:15 AM; 2:15 PM; 3:00 PM; 3:45 PM; 4:30 PM
Garden and Park
Free visit
From April 1st to June 30th
10:00 AM - 12:30 PM and 2:00 PM - 6:00 PM
From July 1st to August 31st
9:30 AM - 6:30 PM
From September 1st to September 30th
10:00 AM - 12:30 PM and 2:00 PM - 6:00 PM
From October 1st to March 31st
10:00 AM - 12:30 PM and 1:30 PM - 5:00 PM
Attention: Last access to the family cemetery and the garden 30 minutes before closing.
Closed on January 1st, May 1st and December 25th.",cash | credit cards | checks | Culture checks | ANCV vacation checks | Lire checks (only in the shop),"2 place Sainte-Anne, 36400 Nohant-Vic","Shop | Restaurant/salon de thé ""Le p'tit bonheur d'Aurore"" open from April to October | Dogs are allowed on a leash in the garden and park only | Strollers are allowed in the garden and park, not allowed in the house | Park and garden closed in case of weather alert | Photos are allowed in the house without flash | Smoking is prohibited throughout the site, both indoors and outdoors of the monument
In application of Decree No. 2025-582 of June 27, 2025 relating to smoke-free areas, collective outdoor spaces where children and adolescents may be present or exposed, such as public parks and gardens, become smoke-free areas.",Price: 9 €
Sainte-Chapelle,https://www.sainte-chapelle.fr/,Be amazed by the 1113 stained-glass windows of this jewel of radiant Gothic architecture.,13.0,Free for those under 26 years old,"From April 1st to September 30th
9am - 7pm
From October 1st to March 31st
9am - 5pm
Note: Last access to the monument 30 minutes before closing.
Closed on January 1st, May 1st, and December 25th",cash | bank cards | cheques | Culture cheques | vacation cheques (ANCV) | Lire cheques (only in the shop),"10, boulevard du Palais, 75001 Paris","motorcycle helmets | air sprays | knives, forks, and sharp objects | scissors | glass bottles | large bags/luggage | scooters, skateboards, and roller skates",Price: 13€
Tours de la cathédrale de Reims,https://www.cathedrale-reims.fr/,"Discover a masterpiece of Gothic architecture, its statuary and the XXth century roof structure.",9.0,Free for under 26s,"From February 15th to May 5th
Guided tours from Tuesday to Saturday at 10am, 11am, 2pm, 3pm and 4pm; Sunday at 2pm, 3pm and 4pm
From May 6th to September 8th
Guided tours from Tuesday to Saturday at 10am, 11am, 2pm, 3pm, 4pm and 5pm; Sunday at 2pm, 3pm, 4pm and 5pm
From September 9th to November 15th
Guided tours from Tuesday to Saturday at 10am, 11am, 2pm, 3pm and 4pm; Sunday at 2pm, 3pm and 4pm
Exceptional opening on Mondays April 21st and June 9th 2025 at 2pm, 3pm and 4pm
Closed on May 1st, on Ascension Day and Pentecost morning, and from November 16th to February 14th",cash | bank cards | cheques | Culture cheques | holiday cheques (ANCV) | Lire cheques (only in the shop),"Place du Cardinal Luçon, 51100 Reims","249 steps | Photos allowed | Smoking is prohibited throughout the site, both indoors and outdoors of the monument.
In application of Decree No. 2025-582 of June 27, 2025 relating to non-smoking areas, collective outdoor places where children and adolescents may be present or exposed, such as public parks and gardens, become non-smoking areas.",Price: 9 €
Château ducal de Cadillac,https://www.chateau-cadillac.fr/,"35 km southeast of Bordeaux, visit this ducal castle, its stories and collections.",7.0,Free for under 26s,"From May 26th to September 28th, 2025
10:00 AM - 1:15 PM and 2:00 PM - 6:00 PM
Open daily
From September 29th, 2025 to end of May 2026
10:00 AM - 12:30 PM and 2:00 PM - 5:30 PM
Tuesday to Sunday
Note: Last access to the monument 1 hour before closing.
Closed 1 hour earlier on December 24th and 31st.
Annual closure on January 1st, Easter Monday, May 1st and December 25th.",Cash | Bank cards | Cheques | Cheque-vacances - ANCV (entry fee) | Culture cheques (on products in the shop),"4, place de la Libération, 33410 Cadillac-sur-Garonne","Recommended visit duration: 1h30. | 4 levels to visit (ducal, royal apartments, cellars and ‘castle-prison’) | Parking in front of the castle (bring a blue parking disc) and in the town (at the foot of the ramparts). | Visitor guide (available in French, English, German, Italian, Spanish and Dutch) and cultural programming brochure. | Bookstore-shop. | Toilets, accessible to people with reduced mobility. | Dogs are not allowed, except guide and assistance dogs. | Carts are not allowed, please use strollers. | The castle garden managed by the city of Cadillac-sur-Garonne is open to the public Tuesday to Friday from 9:00 AM to 5:00 PM.",Price: 7 €
Cloître de la cathédrale de Bayonne,https://www.cloitre-bayonne.fr/,"Located in the heart of Bayonne, wander through a medieval masterpiece inscribed on the UNESCO World Heritage List.",0.0,,"Please note!
Exceptional closures:
- December 13th to 15th, 2025 inclusive.
- December 22nd to January 1st, 2026 inclusive.
We apologize for any inconvenience caused.
May 19th to September 21st, 2025
9:00 AM - 12:30 PM and 2:00 PM - 6:00 PM
Open daily
September 22nd, 2025 to mid-May 2026
9:00 AM - 12:30 PM and 2:00 PM - 5:00 PM
Open daily
Note: Last access to the monument 20 minutes before closing.
Closed January 1st and December 25th.",,"Place Pasteur, 64100 Bayonne",Wheelchair access | Dogs allowed on a leash,Price: Free
Château de La Motte Tilly,https://www.chateau-la-motte-tilly.fr/,"Located on the banks of the Aube and Seine-et-Marne, overlooking the Seine, visit the Château de La Motte Tilly, its wooded park and vegetable garden.",9.0,Free for under 26s,"Castle
(The castle is only open for guided tours! Online reservations are highly recommended.)
From April 15th to October 14th
Tuesday to Sunday
10:30 AM, 11:30 AM, 2:00 PM, 3:00 PM, 4:00 PM and 5:00 PM
From October 15th to April 14th
Wednesday to Sunday
10:30 AM, 11:30 AM, 2:00 PM, 3:00 PM and 4:00 PM
Park
(Access to the park is free all year round.)
From April 15th to October 14th
Tuesday to Sunday
10:00 AM - 6:00 PM
From October 15th to April 14th
Wednesday to Sunday
10:00 AM - 5:00 PM
Note: Closed on January 1st, May 1st and December 25th",cash | bank cards | cheques | Culture cheques | vacation cheques (ANCV) | Lire cheques (only in the shop),"D951, 10400 La Motte Tilly","Dogs are allowed on a leash in the park. Guide dogs for the blind are also allowed in the castle. | Strollers are allowed in the park, but not in the castle. | Picnics are allowed within the estate. | Photography is allowed in the castle without flash. | Smoking is prohibited throughout the site, both indoors and outdoors of the monument. In application of Decree No. 2025-582 of June 27, 2025 relating to smoke-free areas, places open to the public where children and adolescents may be present or exposed, such as public parks and gardens, are smoke-free.",Price: 9 €
Abbaye du Bec-Hellouin,https://www.bec-hellouin.fr/,Discover this high point of Benedictine influence since the 11th century.,7.0,Free for those under 26 years old,"Free visit of the park and the abbey church every day, except Tuesday. The doors are open from 9am to 9pm.
The monument is only visited with a guided tour (no visit on Tuesday).

From April to September
Every day except Tuesday
10:30am, 3:00pm, 4:00pm
On Sundays
12:00pm, 3:00pm, 4:00pm
From October to March
Every day except Tuesday
10:30am and 3:30pm
On Saturdays
10:30am, 3:00pm and 4:00pm
On Sundays and public holidays
12:00pm, 3:00pm and 4:00pm",cash | bank cards | cheques,"Notre-Dame du Bec, 27800 Le Bec-Hellouin",,Price: 7 €
Abbaye de Beaulieu-en-Rouergue,https://www.beaulieu-en-rouergue.fr/,"Discover an ancient Cistercian abbey, which has become the setting for an exceptional collection of modern art that dialogues with a garden of a thousand roses.",9.0,Free for under 26s,"From February 1st to May 31st
10am - 12:30pm and 2pm - 5pm
Open on Tuesdays by reservation for groups
Closed Mondays and Tuesdays
From June 1st to September 30th
10am - 6pm
Open every day

From November 1st to the end of the Christmas holidays
10am - 12:30pm and 2pm - 5pm
Open on Tuesdays by reservation for groups
Closed Mondays and Tuesdays
Closed in January (except school holidays) and on January 1st, May 1st, November 1st and 11th, and December 25th.
Note: Last access to the monument 45 minutes before closing.",cash | bank cards | cheques | Culture cheques | holiday cheques (ANCV) | Lire cheques (only available in the shop),"1086 route de l'abbaye, 82 330 Ginals","Toilets within the monument grounds (accessible only with an entry fee) | Luggage storage (subject to current legislation - Vigipirate) | Dogs are allowed in the park and in the abbey, kept on a leash | Prams are allowed, 1st floor not accessible | Photography is allowed without flash | Restaurant area, with indoor and shaded terrace, open from June 1st to September 30th | Smoking is prohibited throughout the site, both indoors and outdoors of the monument (in application of Decree No. 2025-582 of June 27, 2025 relating to non-smoking areas, collective outdoor spaces where children and adolescents may be present or exposed, such as public parks and gardens, become non-smoking areas.)",Price: 9 €
Tours et remparts d’Aigues-Mortes,https://www.aigues-mortes-monument.fr/,Launch an assault of the Saint Louis donjon and walk the 1640 meters of ramparts that surround the town of Aigues-Mortes.,9.0,Free for those under 26 years old,"From May 2nd to 31st
10am - 7pm
From September 1st to April 30th
10am - 5:30pm
On December 24th and 31st
10am - 4:30pm
Note: 
Last access to the monument, 45 minutes before closing.
One hour before closing, the public can visit at their choice the mediation space and the Constance tower or the ramparts.
Closed on January 1st, May 1st and December 25th.",cash | bank cards | cheques | Culture cheques | vacation cheques (ANCV) | Lire cheques (only in the shop),"Logis du Gouverneur, 30220 Aigues-Mortes","Visitor documents in 6 languages (French, English, German, Italian, Spanish, Dutch) | Guided tour of the Constance tower (subject to availability) | Audio guides available in 4 languages (soon available for download) | Attention, circuit strongly exposed to the sun in summer | One hour before closing, the public can visit at their choice the mediation space and the Constance tower or the ramparts. | The tour route is not accessible to strollers, which must be deposited at reception. | The monument is vast: children must remain at all times under the supervision of an adult. | Animals are prohibited. | Smoking is prohibited throughout the site, both indoors and outdoors of the monument. In application of Decree No. 2025-582 of June 27, 2025 relating to smoke-free areas, places open to the public outdoors where children and adolescents may be present or exposed, such as parks and public gardens, become smoke-free areas.",Price: 9 €
Trésor de la cathédrale de Lyon,https://www.tresor-cathedrale-lyon.fr/,"Discover a collection of emblematic pieces, from Byzantine to the 19th century, of exceptional quality.",0.0,See all rates,"From May 15th to September 15th
Monday: closed
Tuesday: 9:30 AM - 12:30 PM and 1:30 PM - 6:00 PM
Wednesday: 11:30 AM - 12:30 PM and 1:30 PM - 6:00 PM
Thursday to Saturday: 9:30 AM - 12:30 PM and 1:30 PM - 6:00 PM
Sunday: 1:30 PM - 6:00 PM
From September 16th to May 14th
Monday: closed
Tuesday: 10:00 AM - 12:30 PM and 1:30 PM - 5:30 PM
Wednesday: 11:30 AM - 12:30 PM and 1:30 PM - 5:30 PM
Thursday to Saturday: 10:00 AM - 12:30 PM and 1:30 PM - 5:30 PM
Sunday: 1:30 PM - 5:30 PM
Attention: closed on January 1st, May 1st and December 25th",,"Place Saint-Jean, B.P. 5016, 69005 Lyon, 04 78 92 82 29","Dogs with assistance are authorized | Strollers are authorized | Bags are not authorized | Photos are allowed without flash | Smoking is prohibited throughout the site, both indoors and outdoors of the monument. In application of Decree No. 2025-582 of June 27, 2025 relating to smoke-free areas, places open to the public outdoors where children and adolescents may be present or exposed, such as parks and public gardens, become smoke-free areas.",Rate: free
Horloge astronomique de Besançon,https://www.horloge-astronomique-besancon.fr/,"Located within the cathedral, discover an exceptional astronomical clock built in the 19th century.",5.0,Free - over 26 years old,"From April 1st to October 31st
10:00 AM - 12:30 PM and 2:00 PM - 6:00 PM
Closed on Mondays
Closed during All Saints' Day, Assumption, Winter, and Easter holidays
10:00 AM - 12:30 PM and 2:00 PM - 6:00 PM
Closed on Mondays
Attention:
Last access to the monument 30 minutes before the monument's closing time.
On December 24th and 31st, the Astronomical Clock will close exceptionally at 5:00 PM.
Closed on January 1st, May 1st, November 11th, and December 25th.",cash | bank cards | cheques | Culture cheques | vacation cheques (ANCV),"25 rue du chapitre, 25000 Besançon","Ticket sales on site or e-ticket sales | Photos are allowed in the monument without flash. | Small room: maximum capacity of 20 people | Guided tours without extra charge at 10:30 AM, 2:30 PM, 3:30 PM, and 4:30 PM",Price: 5€
Site archéologique de Montcaret,https://www.villa-montcaret.fr/,Discover the Montcaret site and its private thermal baths with its exceptional mosaic pavements.,5.0,Free for under 26 years old,"From May 26th to September 28th, 2025
9:30 AM - 12:45 PM and 2:00 PM - 6:00 PM
From Tuesday to Sunday
From September 29th, 2025 to end of May 2026
10:00 AM - 12:30 PM and 2:00 PM - 5:30 PM
From Tuesday to Sunday

Attention: Last access to the monument, 45 minutes before closing.

Closed on January 1st, Easter Monday, May 1st, November 1st and 11th, and December 25th.",Bank card (except American Express) | Cash | Cheque | Holiday Cheques (entry fee) | Culture Cheques (products in the shop),"1 rue des Anciennes Postes, 24230 Montcaret","Recommended visit duration: 1 hour. | Free visit guide available in French, English, German, Dutch, Italian and Spanish. | Interpretation panels. | Exhibition hall. | Bus parking 200m away, free. | Bookshop-shop. | Dogs are prohibited except guide dogs for the blind or assistance dogs. | Smoking is prohibited throughout the site, both indoors and outdoors of the monument. In application of Decree No. 2025-582 of June 27, 2025 relating to smoke-free areas, collective outdoor areas where children and adolescents may be present or exposed, such as public parks and gardens, become smoke-free areas.",Price: 5 €
Château de Haroué,https://www.chateau-haroue.fr/,"Discover Château de Haroué, a masterpiece of the 18th century, 30 km from Nancy.",11.0,Free for under 26s,"From November 4th to December 19th
Castle open only by reservation for groups
Reservations must be made at least one week before the visit date.
From December 20th to December 30th
10:00 - 12:30 and 14:00 - 18:00
Guided tour times
Weekends: 10:30, 11:30, 14:30 and 15:30
Closed on Mondays 22nd and 29th of December, 24th, 25th, 26th and 31st of December and 1st and 2nd of January",cash | bank cards | cheques | Culture cheques | holiday cheques (ANCV) | Lire cheques (only in the shop),"Place du Château, 54740 Haroué","Suitcases and large backpacks are prohibited. Small bags (dimensions smaller than hand luggage format) are allowed. | Flash photography is prohibited. | Animals are not allowed. | Bicycles are prohibited. | Eating is not allowed in the monument. | Smoking is prohibited throughout the site, both indoors and outdoors of the monument. In accordance with Decree No. 2025-582 of June 27, 2025 relating to smoke-free areas, places open to the public outside where children and adolescents may be present or exposed, such as public parks and gardens, are now smoke-free.",Price: 11 €
Hôtel de la Marine,https://www.hotel-de-la-marine.paris/,Discover a jewel from the 18th century located on the Place de la Concorde.,13.0,Free for those under 26 years old,"Open daily: 10:30 AM - 7:00 PM
Night owl on Fridays until 9:30 PM
Attention: last access to the monument 45 minutes before closing
Tuesday afternoons, Thursday mornings, and the first nocturnal visit of the month are reserved for group visits.
Closed on January 1st, May 1st, and December 25th.
On the first Sunday of the month, from November to March, access to the Hôtel de la Marine is free. Access to the monument is only possible on the same day, without reservation, in the order of arrival and subject to availability.",,"2, Place de la Concorde, 75008 Paris","Free toilets within the monument | Changing table | Baby stroller area | Baby carrier station | Locker room with 40 x 40 cm boxes | Accessibility for wheelchairs and walking sticks | Free Wi-Fi throughout the monument | Mimosa Restaurant and Café Lapérouse accessible without entry ticket | Bookstore-shop accessible without entry ticket daily from 11:00 AM to 7:00 PM and during the night on Fridays until 9:45 PM | Photography allowed in the visit areas without flash | Pets are not allowed within the monument except for guide dogs for the blind and visually impaired, in accordance with the law | Bags and small suitcases are not allowed in the monument due to the Vigipirate plan | Baby strollers are not allowed in the visit areas | No smoking on the entire site, both indoors and outdoors of the monument",Price: from 13 €
Forteresse de Salses,https://www.forteresse-salses.fr/,Visit an imposing fortress from the 16th century located between the Salses ponds and the Corbières.,7.5,Free for those under 26 years old,"From April 1st to September 30th
10:00 AM - 6:30 PM
From October 1st to March 31st
10:00 AM - 12:45 PM and 2:00 PM - 5:15 PM
Attention:
Last ticket delivered 45 minutes before the monument closes.
Closed on January 1st, May 1st, November 1st, November 11th and December 25th.",cash | bank cards | cheques | Culture cheques | vacation cheques (ANCV) | Lire cheques (only in the shop),"Le Portichol, 66600 Salses-le-Château","Parking prohibited near the fortress (By Prefectoral Order). | Municipal parking open all year round, paid and monitored from mid-June to mid-September. | Other parking spaces available near the children's playground. | For campers, it is advised to park at the Arnaud de Villeneuve cave parking. | Bike parking available | Strollers are allowed only in the lower parts of the monument | Bookshop | Drink and snack vending machine | Picnics are prohibited but possible outside the monument. | Animals are prohibited, except assistance dogs. | No smoking on the entire site, both inside and outside the monument. In application of Decree No. 2025-582 of June 27, 2025 relating to smoke-free areas where children and adolescents may be present or exposed, become smoke-free areas.",Price: 7.5 €
Château de Talcy,https://www.chateau-talcy.fr/,"Visit this historic agricultural estate from the 16th century, marked by the work of poets.",7.0,Free for those under 26 years old,"Exceptional closure on Thursday, January 8, 2026.
From September 5th to April 30th
10:00 AM - 12:30 PM
2:00 PM - 6:00 PM
Closed on Tuesdays.
From May 2nd to September 4th
9:30 AM - 12:30 PM
2:00 PM - 6:00 PM
Closed on January 1st, May 1st, and December 25th.
Last access 60 minutes before closing.",Cash | Bank cards | Cheques | Culture cheques | Vacation cheques (ANCV) | Lire cheques (only available in the shop),"Château de Talcy, 41370 Talcy","Bookstore-shop offering a wide range of books and objects for adults and children | Toilets | Parking | Disabled parking | Bike parking | Picnic area accessible to the outside of the monument | No animals allowed | No smoking on the entire site, both inside and outside the monument. In application of Decree No. 2025-582 of June 27, 2025 relating to smoke-free areas, collective outdoor places where children and adolescents may be present or exposed, such as public parks and gardens, become smoke-free areas. | Strollers allowed outdoors and in the garden, prohibited inside the castle",Price: 7 €
Crypte et tour de la cathédrale de Bourges,https://www.bourges-cathedrale.fr/,"Visit the crypt and tower of Bourges Cathedral, which is inscribed by UNESCO on the World Heritage List.",9.0,Free for under 26s,"CRYPT
Visit only guided (except Sunday mornings)
April
10:15 AM; 11:15 AM; 2:30 PM; 3:45 PM; 5:00 PM
May - June
10:00 AM; 11:15 AM; 2:30 PM; 4:00 PM; 5:30 PM
September
10:15 AM; 11:15 AM; 2:30 PM; 3:45 PM; 5:00 PM
October - March
Exceptional closures: November 30th, December 15th morning and December 26th
10:00 AM; 11:15 AM; 2:30 PM; 3:30 PM; 4:30 PM; 5:30 PM
TOUR
Only accompanied visit and reserved for individuals
(Fridays and Saturdays all day, Sundays in the afternoon and public holidays)
July 3rd to August 30th
9:45 AM; 10:45 AM; 2:15 PM; 3:15 PM; 4:15 PM; 5:15 PM
Closures: Sunday morning, January 1st, May 1st, November 1st and 11th, and December 25th.",cash | bank cards | cheques | culture cheques | holiday cheques (ANCV),"place Etienne Dolet, 18000 Bourges",Crypt: Minimum 2 people / Maximum 49 people | Tower: Minimum 2 people / Maximum 18 people. Not recommended for pregnant women and people with heart problems | Dogs not allowed | Photos allowed without feet,Price: 9 €
Sites et musée archéologiques de Montmaurin,https://www.montmaurin-archeo.fr/,"Discover the vestiges of the Gallo-Roman villa of Lassalles, one of the largest known in France.",5.0,Free for under 26s,"From May 1st to 31st
Museum: 10am - 6pm
Villa Lassalles: 10am - 12:30pm and 2pm - 6pm
Site closed on Mondays
From September 1st to April 30th
Museum: 10am - 12:30pm and 2pm - 5:30pm
Villa Lassalles: by reservation
Site closed on Mondays and Tuesdays
Closed on January 1st, May 1st, November 1st, November 11th and December 25th.
Attention: last access 45 minutes before closing.",cash | bank cards | cheques | Culture cheques | holiday cheques (ANCV) | Lire cheques (only in the shop),"1 route de Blajan, 31 350 Montmaurin","strollers allowed | photos allowed | dogs are not allowed, neither in the museum nor in the villa | smoking is prohibited throughout the site, both indoors and outdoors of the monument (in application of Decree No. 2025-582 of June 27, 2025 relating to non-smoking areas, collective outdoor spaces where children and adolescents may be present or exposed, such as public parks and gardens, become non-smoking areas.)",Price: 5 €
Site archéologique de Glanum,https://www.site-glanum.fr/,"Visit an ancient Gaulish settlement installed at the heart of the Alpilles mountain range, at the crossroads of major traffic routes.",9.0,Free for those under 26 years old.,"From April 1st to September 30th
9:30 AM - 6:00 PM
From October 1st to March 31st
10:00 AM - 5:00 PM (10:00 AM - 4:00 PM on December 24th and 31st) - Closed on Mondays
ATTENTION: Exceptional closure on Tuesday, December 16th
Note: Last access to the monument 45 minutes before closing.
Closed on January 1st, May 1st, November 1st and 11th, December 21st and 25th.",cash | bank cards | checks | Culture checks | vacation checks (ANCV) | Lire checks (only in the shop),"Avenue Vincent Van-Gogh, 13 210 Saint-Rhémy-de-Provence",,Price: 9 €
Château de Chareil-Cintrat,https://www.chareil-cintrat.fr/,Take a journey through art and humanism of the Renaissance thanks to its painted decor.,5.0,Free for under 26s.,"From June 15th to September 15th
10am - 12pm and 2pm - 6pm
Closed on Mondays
The castle is closed on the 30th and 31st of August.
From September 16th to June 14th
Open by appointment for groups.
Note: last access to the monument one hour before closing.
Free access to the park during the last hour.
Closed on January 1st, May 1st, November 1st and 11th, and December 25th.",cash | cheque | culture cheque | holiday cheque (ANCV) | Lire cheque (only in the shop),03140 Chareil-Cintrat,"For reservations by phone at 04 73 53 14 55 or by email at chateau-chareil-cintrat@monuments-nationaux.fr | Dogs are not allowed in the castle and in the park except for guide and assistance dogs. | Strollers are allowed. | Photos are allowed in the castle without flash. | Smoking is prohibited throughout the site, both indoors and outdoors of the monument. In application of Decree No. 2025-582 of June 7, 2025 relating to non-smoking areas, places open to the public outdoors where children and adolescents may be present or exposed, such as public parks and gardens, become non-smoking areas.",Price: 5 €
Abbaye de La Sauve-Majeure,https://www.abbaye-la-sauve-majeure.fr/,"25 km from Bordeaux, discover the Abbaye de La Sauve-Majeure, a UNESCO World Heritage site",7.0,Free for under 26s,"From May 26th to September 28th, 2025
10:00 AM - 1:15 PM and 2:00 PM - 6:00 PM
Open every day
From September 29th, 2025 to the end of May 2026
10:30 AM - 1:00 PM and 2:00 PM - 5:30 PM
Tuesday to Sunday
Note: Last access to the monument 45 minutes before closing.
Closed on January 1st, Easter Monday, May 1st and December 25th.",Cash | Bank card (except American Express) | Cheque | Cheque-vacances (entry fee) | Culture Cheque (entry fee and shop purchases) | Lire Cheque (on shop purchases),"14, rue de l'abbaye, 33670 La Sauve","Recommended visit duration: 1 hour visit. | Visitor guide (available in French, English, German, Italian, Spanish, Dutch and Portuguese) and cultural programming brochure. | Interpretation panels. | Modernized crypt. | Parking along the abbey wall and Place St Jean. | Bookstore-shop. | Toilets. | Dogs are allowed, kept on a leash. | Access to the top of the tower requires good health. | Smoking is prohibited throughout the site, both indoors and outdoors of the monument. In application of Decree No. 2025-582 of June 27, 2025 relating to smoke-free areas, places where children and adolescents may be present or exposed, such as public parks and gardens, are smoke-free.",Price: 7 €
Fort Saint-André,https://www.fort-saint-andre.fr/,Discover an ancient sentinel offering an exceptional panorama of the Palais des Papes to Mont Ventoux.,7.0,Free for under 26s,"From June 1st to July 13th
10am - 1pm and 2pm - 6pm
From July 14th to September 30th
9am - 1pm and 2pm - 6pm
From October 1st to September 30th
10am - 1pm and 2pm - 6pm
From October 1st to May 31st
10am - 1pm and 2pm - 5pm
Attention: Last access to the monument one hour before closing.
Closed on January 1st, May 1st, November 1st and 11th, and December 25th.",coins | bank cards | cheques | Culture cheques | vacation cheques (ANCV) | Lire cheques (only in the shop),"57A, rue Montée du Fort, 30400 Villeneuve-Lez-Avignon","Correct attire (torso nude, barefoot and swimsuit prohibited) | Dogs on leads accepted | Tripods for photos and drones prohibited | In case of storm, rain or strong wind, or excessive heat, the outdoor spaces (terraces of the round walk, access to the chapel) may be closed. | Uneven floor | Numerous steps: 200 | The fort does not have lockers, backpacks and suitcases are prohibited within the monument enclosure. | Knives and aerosols are prohibited. | During periods of high heat, please bring a bottle of water (a water point is available at the beginning of the tour route) and a hat. | Wear good walking shoes | An introductory room to the visit with a video and panels in French is accessible at the beginning of the route. | Smoking is prohibited throughout the site, both indoors and outdoors of the monument. In application of Decree No. 2025-582 of June 27, 2025 relating to smoke-free areas, places open to the public where children and adolescents may be present or exposed, such as public parks and gardens, are smoke-free.",Price: 7 €
Maison Ernest Renan,https://www.maison-ernest-renan.fr/,"Discover the childhood home of Ernest Renan in Tréguier, a small town in Brittany.",5.0,Free for those under 26 years old,"From April 2nd to September 27th, 2025

10:30 AM - 1:00 PM and 2:00 PM - 6:00 PM
Wednesday to Sunday
Attention: last access to the monument, 30 minutes before closing.",cash | bank cards | cheques | Culture cheques | holiday cheques (ANCV) | Lire cheques (only in the shop),"20, rue Ernest Renan, 22220 TREGUIER, Tel. : 33 / (0)2 96 92 45 63","Dogs are not allowed in the House | Strollers are allowed in the garden, not allowed in the House. | Smoking is prohibited throughout the site, both indoors and outdoors of the monument. In accordance with Decree No. 2025-582 of June 27, 2025 relating to smoke-free areas, collective outdoor places where children and adolescents may be present or exposed, such as public parks and gardens, become smoke-free areas. | Non-professional photos are allowed in the House and the garden. | Professional photos - on request",Price: 5 €
Cathédrale de Chartres,https://www.chartres-cathedrale.fr/,"Discover a cathedral whose architecture marked Gothic art, as well as its Treasury, one of the most emblematic of France.",7.0,Free for under 26s,"Exceptional closure on Friday, January 23, 2026.
From September 5th to April 30th
10am - 12:45pm and 2pm - 5pm
From May 2nd to September 4th
10am - 12:45pm and 2pm - 6pm.
Note: Last visit at 4:45pm.
Annual closures on January 1st, May 1st and December 25th. Closed on Sunday mornings.",cash | bank cards | cheques | Culture cheques | vacation cheques (ANCV) | Lire cheques (only in the shop),"16 Cloître Notre-Dame, 28000 Chartres","Public parking Chartres cathedral or Chartres cœur de ville | Dogs not allowed | Smoking is prohibited throughout the site, both inside and outside the monument. In application of Decree No. 2025-582 of June 27, 2025 relating to non-smoking areas, collective outdoor places where children and adolescents may be present or exposed, such as public parks and gardens, become non-smoking areas. | Unauthorised suitcases | Pushchairs prohibited for visiting the heights | Guided tours are only offered in French",Price: 7 €
Grotte de Pair-non-Pair,https://www.pair-non-pair.fr/,"Discover the Grotte de Pair-non-Pair, one of the oldest ornately decorated caves in the world.",13.0,Free for those under 26 years old,"The cave is open only during guided tours. Online booking of a visit time is required.  Find out more
ONLINE TICKETING
The reception, the museum space and the shop are open
June 1st to September 30th
9:30 AM - 12:30 PM and 2:00 PM - 6:30 PM
October 1st to May 31st
9:30 AM - 12:30 PM and 2:00 PM - 5:30 PM
Closed on Mondays, January 1st, May 1st and December 25th.",cash | bank cards | cheques | culture cheques | vacation cheques (ANCV) | Lire cheques (only in the shop),"2, Chemin de Pair-non-Pair, 33710 Prignac et Marcamps",,Price: 13 €
Domaine national du château de Coucy,https://www.chateau-coucy.fr/,"Near Soissons, discover the impressive remains of the fortified castle of Coucy!",7.0,Free for under 26s,"Open every day
From September 5th to April 30th
10am - 1pm and 2pm - 5:30pm
From May 2nd to September 4th
10am - 1pm and 2pm - 6:30pm
Attention: Last access to the monument 45 minutes before closing.
Closed on January 1st, May 1st and December 25th.",cash | bank cards | cheques | Culture cheques | vacation cheques (ANCV) | Lire cheques (only in the shop) | passion monuments,"Rue du château, 02380 Coucy le Château Auffrique","Dogs are allowed only on a leash in the park | Strollers are allowed in the castle | Photos are allowed in the castle | Toilets | No climbing walls, no climbing on stones | Approximately 40 steps (terrace tour, cellar room)",Price: 7 €
Domaine national de Saint-Cloud,https://www.domaine-saint-cloud.fr/,"Just outside of Paris, visit 460 hectares of animated gardens with fountains and sculptures.",0.0,,"March, April, September, October
7:30 AM - 8:50 PM
May to August
7:30 AM - 9:50 PM
November to February
7:30 AM - 7:50 PM",Coins | Bank cards | Cheques,"1 avenue de la grille d'honneur, 92210 Saint-Cloud","Dogs are allowed in the domain on a leash | Picnics are allowed | Smoking is prohibited throughout the site, both indoors and outdoors of the monument. In accordance with Decree No. 2025-582 of June 27, 2025 relating to smoke-free areas, places open to the public outdoors where children and adolescents may be present or exposed, such as parks and public gardens, become smoke-free areas.",Price: Free
