name,url,short_description,ticket_price,ticket_price_conditions,opening_hours,payment_methods,address,visiting_services,ticket_price_raw
Cloître de la Psalette,https://www.cloitre-de-la-psalette.fr/,"Visitez le cloître de la cathédrale Saint-Gatien à Tours, entre gothique et Renaissance.",4.0,Gratuit pour les - de 26 ans,"ATTENTION : le cloître est exceptionnellement fermé jusqu'au 4 janvier 2026 inclus
Du 8 septembre au 31 octobre
10h - 12h30 et 14h - 17h30
Du 1er novembre  au 28 février
9h30 - 12h30 et 14h - 17h
Du 1er mars au  3 mai
10h - 12h30 et 14h - 17h30
Du 4 mai au 7 septembre
9h30 - 12h30 et 14h - 18h
À noter : dernier accès au monument, 15 minutes avant la fermeture.
Fermé le dimanche matin toute l'année, les lundis et mardis du 1er octobre au 31 mars.
Fermeture les 1er janvier, 1er mai, 11 novembre après-midi et 25 décembre.",espèces | cartes bancaires | chèque | chèque Culture | chèque-vacances (ANCV),"Cathédrale Saint-Gatien, Rue Lavoisier, 37000 TOURS","Visite libre | Des documents de visite sont disponibles à la billetterie gratuitement en français, anglais, allemand, espagnol, italien et néerlandais. | Interdiction de fumer sur l’ensemble du site, tant à l’intérieur qu’à l’extérieur du monument. En application du décret n° 2025-582 du 27 juin 2025 relatif aux espaces sans tabac, les lieux collectifs extérieurs où enfants et adolescents peuvent être présents ou exposés, notamment les parcs et jardins publics, deviennent des espaces sans tabac.",Tarif : 4 €
Château de Champs-sur-Marne,https://www.chateau-champs-sur-marne.fr/,"Découvrez le château de Champs-sur-Marne, joyau de l'architecture classique en Île-de-France.",9.0,Gratuit pour les - de 26 ans,"Ouvert tous les jours sauf le mardi
Du 1er juin au 30 septembre
10h - 12h15 et 13h30 - 18h
Du 1er octobre au 31 mai
10h - 12h15 et 13h30 - 17h
Dernier accès au château 30 minutes avant la fermeture. Le parc ferme 30 minutes après le château. 
À noter : le monument est susceptible de fermer pour diverses manifestations, nous vous invitons à consulter le site internet régulièrement, y compris le jour de votre visite.","espèces | cartes bancaires | chèque | chèque Culture (billetterie et boutique, sans rendu monnaie) | chèque-vacances (ANCV) uniquement pour la billetterie sans rendu monnaie | chèque Lire (uniquement en boutique) sans rendu monnaie","31, rue de Paris, 77420 Champs-sur-Marne","Interdiction de fumer sur l’ensemble du site, tant à l’intérieur qu’à l’extérieur du monument. En application du décret n° 2025-582 du 27 juin 2025 relatif aux espaces sans tabac, les lieux collectifs extérieurs où enfants et adolescents peuvent être présents ou exposés, notamment les parcs et jardins publics, deviennent des espaces sans tabac. | Chiens non autorisés dans le château et dans le parc (sauf chiens guides et d'assistance) | Poussettes non autorisées dans le château | Grands sacs à dos et valises non autorisés | Interdiction de toucher les œuvres exposées dans le château | Photos autorisées dans le château sans flash | Pique-niques autorisés dans certaines zones identifiées du parc | Toilettes | Ascenseur | Les photographies de mariage dans le domaine sont soumises à autorisation et à tarification. Nous contacter.",Tarif : 9 €
Château de Villeneuve-Lembron,https://www.chateau-villeneuve-lembron.fr/,"Découvrez un étonnant décor peint, ainsi qu'un important mobilier.",7.0,Gratuit pour les - de 26 ans,"Du 15 mai au 15 septembre
10h - 12h30 et 14h - 18h30
Fermé le lundi
Visite uniquement guidée : 10h30, 11h30, 14h30, 15h30 et 16h30.
Du 16 septembre au 14 mai
10h - 12h30 et 14h - 17h30
Fermé le lundi et le mardi
Visite uniquement guidée : 10h30, 14h30 et 16h
Fermeture exceptionnel les dimanches 12 octobre, 9 et 23 novembre 2025

Fermeture les 1er janvier, 1er mai, 1er et 11 novembre, 25 décembre.",espèces | cartes bancaires | chèque | chèque Culture | chèque-vacances (ANCV) | chèque Lire (uniquement en boutique),63340 Villeneuve-Lembron,"Poussettes autorisées dans le parc et dans le château. | Chiens interdits dans le château et dans le parc sauf chiens guides. | Photos autorisées dans le château sans flash. | Interdiction de toucher les œuvres exposées dans le château. | Interdiction de fumer sur l'ensemble du site, tant à l'intérieur qu'à l'extérieur du monument. En application du décret n° 2025-582 du 27 juin 2025 relatif aux espaces sans tabac, les lieu collectifs extérieurs où enfants et adolescents peuvent être présents ou exposés, notamment les parcs et jardins publics, deviennent des espaces sans tabac.",Tarif : 7 €
Château d'Oiron,https://www.chateau-oiron.fr/,Éveillez vos sens et votre curiosité en explorant le patrimoine d’hier et d’aujourd’hui.,9.0,Gratuit - de 26 ans,"Du 1er octobre au 31 mai
10h30 - 17h30 
Du 1er juin au 30 septembre
10h30 - 18h30
Comptez 1h30 à 2h pour profiter pleinement de votre visite
A noter : 
dernier accès au monument, une heure avant la fermeture.
les salles sont fermées progressivement 30 mn en amont de la fermeture générale du monument
Fermeture les 1er janvier, 1er mai, 1er et 11 novembre et 25 décembre",espèces | cartes bancaires | chèque | chèque Culture | chèque-vacances (ANCV) | chèque Lire (uniquement en boutique),"10-12 rue du château, Oiron, 79100 Plaine-et-Vallées","Seuls les chiens guides et d'assistance sont autorisés. | Poussettes autorisées dans le parc. | Casiers disponibles au château sur demande à l'accueil. | Toilettes accessibles. | Interdiction de fumer sur l’ensemble du site, tant à l’intérieur qu’à l’extérieur du monument. En application du décret n° 2025-582 du 27 juin 2025 relatif aux espaces sans tabac, les lieux collectifs extérieurs où enfants et adolescents peuvent être présents ou exposés, notamment les parcs et jardins publics, deviennent des espaces sans tabac.",Tarif : 9 €
Site des mégalithes de Locmariaquer,https://www.site-megalithique-locmariaquer.fr/,"Près de Carnac, visitez le site des mégalithes de Locmariaquer.",7.0,Gratuit pour les - de 26 ans,"Du 1er octobre au 31 mars 2025
Fermeture le lundi
Billetterie et accès au site : 10h - 12h30 / 14h - 16h30
Du 1er au 30 avril
Billetterie et accès au site : 10h - 12h30/ 14h - 17h30
Du 2 mai au 6 juillet 
Billetterie et accès au site : 10h - 17h30
Du 7 juillet au 24 août 
Billetterie et accès au site : 10h - 18h30

Du 25 août au 30 septembre 
Billetterie et accès au site : 10h - 17h30

La boutique reste ouverte 30 minutes après la fermeture du site.

Fermeture les 1er janvier, 1er mai et 25 décembre.",espèces | cartes bancaires | chèque | chèque Culture | chèque-vacances (ANCV) | chèque Lire (uniquement en boutique),"Route de Kerlogonan, 56740 Locmariaquer, Tél. : 00 33 (0)2 97 57 37 59","Les animaux domestiques ne sont pas autorisés sur le site même dans un sac de transport sauf les chiens guides et d'assistance | Interdiction de fumer sur l’ensemble du site, tant à l’intérieur qu’à l’extérieur du monument.
En application du décret n° 2025-582 du 27 juin 2025 relatif aux espaces sans tabac, les lieux collectifs extérieurs où enfants et adolescents peuvent être présents ou exposés, notamment les parcs et jardins publics, deviennent des espaces sans tabac. | Interdiction de vapoter | Interdiction de manger et de boire sur le site. | Pas de consigne pour les bagages 
L'entrée avec valise et gros sac n'est pas autorisé dans le cadre des mesures Vigipirate. | Librairie boutique | Sanitaires avec table à langer | Prévoir une tenue adaptée aux conditions météorologiques pour la visite des monuments en extérieur | Accès au dolmen en nombre limité | Visiteurs de moins de 13 ans accompagnés d'un adulte. | Interdiction de monter sur les monuments et de toucher les stèles gravées dans le dolmen | Bancs de repos sur le site et cannes-sièges disponibles à l’accueil | Photos amateurs autorisées sur le site.
Les professionnels de l'image sont soumis à autorisation de l'administration. | Survol par drone non autorisé sur le site sauf dérogation. Demande d'autorisation à l'administration des sites : carnac@monuments-nationaux.fr | En cas de très fortes chaleurs, ou canicule, en fonction de l'alerte vigilance en cours, certaines visites pourraient être modifiées.

Il est recommandé de prévoir de l'eau lors de la visite.
Se protéger du soleil (chapeau, lunettes, crème solaire)
Pour les personnes les plus sensibles, envisager de décaler sa visite.",Tarif : 7 €
Abbaye de Cluny,https://www.cluny-abbaye.fr/,"Découvrez les vestiges d'un centre spirituel, siège du plus grand ordre monastique médiéval d'Occident.",11.0,Gratuit pour les - de 26 ans,"ABBAYE DE CLUNY 
Dernier accès à l'abbaye, 45 minutes avant la fermeture
Du 1er avril au 30 juin
9h30 - 18h
Du 1er juillet au 31 août
9h30 - 19h
Du 1er au 30 septembre
9h30 - 18h
Du 1er octobre au 31 mars
9h30 - 17h
 MUSÉE D'ART ET D'ARCHÉOLOGIE DE CLUNY
Dernier accès au musée, 30 minutes avant la fermeture
Du 1er au 30 avril
10h30 - 12h30 et 14h - 18h
Du 1er mai au 30 juin 
9h30 - 12h30 et 14h - 18h
Du 1er juillet au 31 août
10h-13h et 14h30-18h45
Du 1er au 30 septembre
10h-12h30 et 14h-17h45
Du 1er octobre au 31 mars
9h30 - 12h30 et 14h - 17h
 ATTENTION 
Fermetures exceptionnelles, le 26 janvier et le 24 février 2026.
Fermetures annuelles des deux sites les 1er janvier, 1er mai, 1er novembre, 11 novembre et 25 décembre.",espèces | cartes bancaires | chèque | chèque Culture | chèque-vacances (ANCV) | chèque Lire (uniquement en boutique),"Palais du Pape Gélase, Place du 11 août 1944, 71250 Cluny","Librairie-boutique en accès libre | Chiens d'assistance tenus en laisse autorisés | Poussettes autorisées | Photos autorisées sans flash | Aucune consigne à bagages n'est proposée dans l'enceinte des monuments (possible à l'Office de Tourisme). | Interdiction de fumer sur l’ensemble du site, tant à l’intérieur qu’à l’extérieur du monument. En application du décret n° 2025-582 du 27 juin 2025 relatif aux espaces sans tabac, les lieux collectifs extérieurs où enfants et adolescents peuvent être présents ou exposés, notamment les parcs et jardins publics, deviennent des espaces sans tabac.",Tarif : 11 €
Ensemble cathédral du Puy-en-Velay,https://www.cathedrale-puy-en-velay.fr/,Découvrez les trésors de l'ensemble cathédral du Puy-en-Velay.,7.0,Gratuit pour les - de 26 ans,"Du 15 mai au 15 septembre
9h30 - 18h30 (tous les jours)
Du 16 septembre au 14 mai
9h30 - 12h15 et 14h - 17h (du mardi au dimanche)
Attention : dernier accès au monument 30 minutes avant la fermeture.
Fermeture le lundi du 16 septembre au 14 mai, 1er janvier, 1er mai, 1er et 11 novembre, 25 décembre.",espèces | cartes bancaires | chèque | chèque Culture | chèque-vacances (ANCV) | chèque Lire (uniquement en boutique),"3, rue du Cloître, 43000 Le Puy-en-Velay","Chiens non autorisés (à l'exception des chiens guides d'aveugle). | Accès déconseillé aux poussettes, nombreux escaliers. | Photos autorisées dans tous les espaces, sans flash. | Toilettes à l'intérieur du monument.",Tarif : 7 €
Sites préhistoriques de la vallée de la Vézère,https://www.sites-les-eyzies.fr/,"En Dordogne, découvrez une exceptionnelle concentration de sites préhistoriques.",0.0,Voir tous les tarifs,"À noter :
Les sites préhistoriques de la vallée de la Vézère sont ouverts uniquement dans le cadre de visites guidées.
Le nombre de visiteurs accueillis quotidiennement est limité. La réservation d'un horaire de visite en ligne est obligatoire. 
Grottes de Font-de-Gaume et des Combarelles, Abri du Cap-Blanc : le contrôle des billets s’effectue sur chacun des sites 30 minutes avant le début de votre visite. Attention, pour l’Abri du Poisson, La Micoque, La Ferrassie, Le Moustier, Laugerie-Haute et les ateliers, merci de vous présenter à l'heure indiquée sur votre billet à l'accueil de la Grotte Font-de-Gaume (Les Eyzies).
Toutes les personnes prenant part à une visite des grottes, abris, gisements ou à un atelier doivent être en possession d'un billet.
  BILLETTERIE EN LIGNE
 Hall d'accueil, billetterie et librairie-boutique de la Grotte de Font-de-Gaume 
4 avenue des Grottes - 24620 Les Eyzies
Tél. : 05 53 06 86 00
fontdegaume@monuments-nationaux.fr
Du 15 mai au 15 septembre
9h30 - 17h30
Fermé le samedi
Du 16 septembre au 14 mai
9h30 - 12h30 et 14h - 17h30
Fermé le samedi et les 1er janvier, 1er mai et 25 décembre
 Billetterie et librairie-boutique de l'Abri du Cap-Blanc
D48 - 24620 Marquay
Tél. : 05 53 59 60 30
capblanc@monuments-nationaux.fr
Du 15 mai au 15 septembre
10h - 18h
Fermé le samedi
Du 16 septembre au 14 mai
9h30 - 12h30 et 14h - 17h30
Fermé le samedi et les 1er janvier, 1er mai et 25 décembre",espèces | cartes bancaires | chèque | chèque Culture | chèque-vacances (ANCV) | chèque Lire (uniquement en boutique),"Sites préhistoriques de la vallée de la Vézère, Hall d'accueil - Grotte de Font-de-Gaume, 4 avenue des Grottes, 24620 Les Eyzies",,Tarif : À partir de
Maison de George Sand,https://www.maison-george-sand.fr/,"Au cœur du Berry, entrez dans l'intimité d'une grande écrivaine du XIXe siècle : George Sand.",9.0,Gratuit pour les - de 26 ans,"MAISON DE GEORGE SAND
Visite uniquement commentée (réservation recommandée)
Du 1er octobre au 31 mars
Hors vacances de la Toussaint : 10h45 ; 14h15 ; 15h30
Week-end d’octobre et vacances de la Toussaint : 10h45 ; 11h15 ; 14h15 ; 15h ; 15h45
Fermeture exceptionnelle le 15 décembre

Du 1er avril au 30 juin
10h15 ; 11h15 ; 14h15 ; 15h ; 15h45 ; 16h30
Du 1er juillet au 31 août
10h15 ; 11h ; 11h30 ; 14h00 ; 14h30 ; 15h ; 15h30 ; 16h ; 16h30 ; 17h00
 
Du 1er au 31 septembre
10h15 ; 11h15 ; 14h15 ; 15h ; 15h45 ; 16h30
 JARDIN ET PARC
Visite libre
Du 1er avril au 30 juin 
10h - 12h30 et 14h - 18h
Du 1er juillet au 31 août 
9h30 - 18h30 
Du 1er au 30 septembre
10h - 12h30 et 14h - 18h
Du 1er octobre au 31 mars 
10h - 12h30 et 13h30 - 17h
 Attention : dernier accès au cimetière familial et au jardin 30 minutes avant la fermeture.
Fermeture les 1er janvier, 1er mai et 25 décembre.",espèces | cartes bancaires | chèque | chèque Culture | chèque-vacances (ANCV) | chèque Lire (uniquement en boutique),"2 place Sainte-Anne, 36400 Nohant-Vic","Boutique | Restaurant/salon de thé ""Le p'tit bonheur d'Aurore"" ouvert d'avril à octobre | Chiens autorisés uniquement tenus en laisse dans le jardin et le parc | Poussettes autorisées dans le jardin et le parc, non autorisées dans la maison | Parc et jardin fermés en cas d’alerte météo | Photos autorisées dans la maison sans flash | Interdiction de fumer sur l’ensemble du site, tant à l’intérieur qu’à l’extérieur du monument
En application du décret n° 2025-582 du 27 juin 2025 relatif aux espaces sans tabac, les lieux collectifs extérieurs où enfants et adolescents peuvent être présents ou exposés, notamment les parcs et jardins publics, deviennent des espaces sans tabac.",Tarif : 9 €
Sainte-Chapelle,https://www.sainte-chapelle.fr/,Laissez-vous éblouir par les 1113 vitraux de ce joyau du gothique rayonnant.,13.0,Gratuit pour les - de 26 ans,"Du 1er avril au 30 septembre
9h - 19h
Du 1er octobre au 31 mars
9h - 17h
À noter : dernier accès au monument, 30 minutes avant la fermeture.
Fermeture les 1er janvier, 1er mai et 25 décembre",espèces | cartes bancaires | chèque | chèque Culture | chèque-vacances (ANCV) | chèque Lire (uniquement en boutique),"10, boulevard du Palais, 75001 Paris","Casques de moto | Aérosols | Couteaux, fourchettes et objets tranchants | Ciseaux | Bouteilles en verre | Les bagages/sacs volumineux | Trottinettes, planches à roulettes et rollers",Tarif : 13€
Tours de la cathédrale de Reims,https://www.cathedrale-reims.fr/,"Découvrez un chef-d’œuvre de l’architecture gothique, sa statuaire et sa charpente du XXe siècle.",9.0,Gratuit pour les - de 26 ans,"Du 15 février au 5 mai
Visites commentées du mardi au samedi à 10h, 11h, 14h, 15h et 16h ; le dimanche à 14h, 15h et 16h
Du 6 mai au 8 septembre
Visites commentées du mardi au samedi à 10h, 11h, 14h, 15h, 16h et 17h ; le dimanche à 14h, 15h, 16h et 17h
Du 9 septembre au 15 novembre
Visites commentées du mardi au samedi à 10h, 11h, 14h, 15h et 16h ; le dimanche à 14h, 15h et 16h
Ouverture exceptionnelle les lundis 21 avril et 9 juin 2025 à 14h, 15h et 16h 
Fermetures le 1er mai, le matin des fêtes de l'Ascension et de la Pentecôte et du 16 novembre au 14 février",espèces | cartes bancaires | chèque | chèque Culture | chèque-vacances (ANCV) | chèque Lire (uniquement en boutique),"Place du Cardinal Luçon, 51100 Reims","249 marches | Photos autorisées | Interdiction de fumer sur l’ensemble du site, tant à l’intérieur qu’à l’extérieur du monument.
En application du décret n° 2025-582 du 27 juin 2025 relatif aux espaces sans tabac, les lieux collectifs extérieurs où enfants et adolescents peuvent être présents ou exposés, notamment les parcs et jardins publics,deviennent des espaces sans tabac.",Tarif : 9 €
Château ducal de Cadillac,https://www.chateau-cadillac.fr/,"À 35 km au sud-est de Bordeaux, visitez ce château ducal, ses histoires et collections.",7.0,Gratuit pour les - de 26 ans,"De 26 mai au 28 septembre 2025
10h - 13h15 et 14h - 18h
Ouvert tous les jours
Du 29 septembre 2025 à fin mai 2026
10h - 12h30 et 14h - 17h30
Du mardi au dimanche
À noter : dernier accès au monument, 1h avant la fermeture.
Fermeture 1 heure plus tôt les 24 et 31 décembre. 
Fermeture annuelle les 1er janvier, lundi de Pâques, 1er mai et 25 décembre.",Espèces | Cartes bancaires | Chèque | Chèque-vacances - ANCV (droit d'entrée) | Chèque Culture (sur les produits en boutique),"4, place de la Libération, 33410 Cadillac-sur-Garonne","Durée de visite conseillée : 1h30. | 4 niveaux à visiter (appartements ducaux, royaux, sous-sols et « château-prison »). | Parkings devant le château (pensez à vous munir d’un disque bleu) et dans la ville (au pied des remparts). | Document de visite (disponible en français, anglais, allemand, italien, espagnol et néerlandais) et dépliant de la programmation culturelle. | Librairie-boutique. | Toilettes, accessibles aux personnes à mobilité réduite. | Interdit aux chiens, sauf chiens guides et d’assistance. | Poussettes non autorisées, privilégiez les porte-bébés. | Jardin du château géré par la ville de Cadillac-sur-Garonne ouvert au public du mardi au vendredi de 9h à 17h.",Tarif : 7 €
Cloître de la cathédrale de Bayonne,https://www.cloitre-bayonne.fr/,"Situé au cœur de Bayonne, déambulez dans un chef-d'œuvre médiéval inscrit au patrimoine mondial de l'UNESCO.",0.0,,"Attention !
Fermetures exceptionnelles :
- du 13 au 15 décembre 2025 inclus.
- du 22 décembre au 1er janvier inclus.
Nous nous excusons pour la gêne occasionnée.

Du 19 mai au 21 septembre 2025
9h - 12h30 et 14h - 18h
Ouvert tous les jours
Du 22 septembre 2025 à la mi-mai 2026
9h - 12h30 et 14h - 17h
Ouvert tous les jours
À noter : dernier accès au monument, 20 minutes avant la fermeture.

Fermeture les 1er janvier et 25 décembre.",,"Place Pasteur, 64100 Bayonne",Accès PMR | Chiens en laisse autorisés,Tarif : Gratuit
Château de La Motte Tilly,https://www.chateau-la-motte-tilly.fr/,"Aux lisières de l’Aube et de la Seine-et-Marne, surplombant la Seine, visitez le château de La Motte Tilly, son parc arboré et son potager.",9.0,Gratuit pour les - de 26 ans,"Château
(Le château se visite uniquement en visite guidée ! La réservation en ligne est vivement conseillée.)
Du 15 avril au 14 octobre
Du mardi au dimanche
à 10h30, 11h30, 14h, 15h, 16h et 17h
Du 15 octobre au 14 avril
Du mercredi au dimanche
à 10h30, 11h30, 14h, 15h et 16h
Parc
(L'accès au parc est gratuit toute l'année.)
Du 15 avril au 14 octobre
Du mardi au dimanche
10h - 18h 
Du 15 octobre au 14 avril
Du mercredi au dimanche
10h - 17h
Attention : Fermeture les 1er janvier, 1er mai et 25 décembre",espèces | cartes bancaires | chèque | chèque Culture | chèque-vacances (ANCV) | chèque Lire (uniquement en boutique),"D951, 10400 La Motte Tilly","Chiens autorisés uniquement en laisse dans le parc. Chiens guides d'aveugles autorisés également dans le château. | Poussettes autorisées dans le parc, mais non autorisées dans le château. | Les pique-niques sont autorisés dans l'enceinte du domaine. | Photos autorisées dans le château sans flash. | Interdiction de fumer sur l’ensemble du site, tant à l’intérieur qu’à l’extérieur du monument. En application du décret n° 2025-582 du 27 juin 2025 relatif aux espaces sans tabac, les lieux collectifs extérieurs où enfants et adolescents peuvent être présents ou exposés, notamment les parcs et jardins publics, deviennent des espaces sans tabac.",Tarif : 9 €
Abbaye du Bec-Hellouin,https://www.bec-hellouin.fr/,Découvrez ce haut-lieu du rayonnement bénédictin dès le XIe siècle.,7.0,Gratuit pour les - de 26 ans,"Visite libre du parc et de l’église abbatiale tous les jours, même le mardi. Les portes sont ouvertes de 9h à 21h.
Le monument se visite uniquement en visite guidée (pas de visite le mardi).

D'avril à septembre 
Tous les jours sauf le mardi
10h30, 15h, 16h
Le dimanche
12h, 15h, 16h
D'octobre à mars
Tous les jours sauf le mardi
10h30 et 15h30
Le samedi 
10h30, 15h et 16h
Les dimanches et jours de fêtes 
12h, 15h et 16h",espèces | cartes bancaires | chèque,"Notre-Dame du Bec, 27800 Le Bec-Hellouin",,Tarif : 7 €
Abbaye de Beaulieu-en-Rouergue,https://www.beaulieu-en-rouergue.fr/,"Découvrez une ancienne abbaye cistercienne, devenue l’écrin d’une exceptionnelle collection d’art moderne qui dialogue avec un jardin aux mille roses.",9.0,Gratuit pour les - de 26 ans,"Du 1er février au 31 mai
10h - 12h30 et 14h - 17h
Ouvert le mardi sur réservation pour les groupes
Fermé les lundi et mardi
Du 1er juin au 30 septembre
10h - 18h
Ouvert tous les jours

Du 1er octobre à la fin des vacances de Noël 
10h - 12h30 et 14h - 17h
Ouvert le mardi sur réservation pour les groupes
Fermé les lundi et mardi
Fermé en janvier (hors vacances scolaires) et les 1er janvier, 1er mai, 1er et 11 novembre et 25 décembre.
À noter : dernier accès au monument 45 minutes avant la fermeture.",espèces | cartes bancaires | chèque | chèque Culture | chèque-vacances (ANCV) | chèque Lire (uniquement en boutique),"1086 route de l'abbaye, 82 330 Ginals","Toilettes dans l’enceinte du monument (accessibles uniquement avec un droit d'entrée) | Consignes (selon les lois en vigueur - Vigipirate) | Chiens autorisés dans le parc et dans l'abbaye, tenus en laisse | Poussettes autorisées, 1er étage non accessible | Photos autorisées sans flash | Espace restauration, avec salle intérieure et terrasse ombragée, ouvert du 1er juin au 30 septembre | Interdiction de fumer sur l'ensemble du site, tant à l'extérieur qu'à l'intérieur du monument (en application du décret n° 2025-582 du 27 juin 2025 relatif aux espaces sans tabac, les lieux collectifs extérieurs où enfants et adolescents peuvent être présents ou exposés, notamment les parcs et jardins publics, deviennent des espaces sans tabac.)",Tarif : 9 €
Tours et remparts d’Aigues-Mortes,https://www.aigues-mortes-monument.fr/,Partez à l’assaut du donjon de Saint Louis et arpentez les 1640 mètres de remparts qui ceinturent la ville d’Aigues-Mortes.,9.0,Gratuit pour les - de 26 ans,"Du 2 mai au 31 août
10h - 19h
Du 1er septembre au 30 avril
10h - 17h30
Les 24 et 31 décembre
10h - 16h30
À noter : 
dernier accès au monument, 45 minutes avant la fermeture.
une heure avant la fermeture, le public peut visiter au choix l'espace de médiation et la tour de Constance ou les remparts.
Fermeture les 1er janvier, 1er mai et 25 décembre.",espèces | cartes bancaires | chèque | chèque Culture | chèque-vacances (ANCV) | chèque Lire (uniquement en boutique),"Logis du Gouverneur, 30220 Aigues-Mortes","Documents de visite en 6 langues (français, anglais, allemand, italien, espagnol, néerlandais) | Visite commentée de la tour de Constance (selon disponibilités) | Audioguides disponibles en 4 langues (bientôt disponibles en téléchargement) | Attention, circuit fortement exposé au soleil en été | Une heure avant la fermeture, le public peut visiter au choix l'espace de médiation et la tour de Constance ou les remparts. | Le circuit de visite n'est pas accessible aux poussettes, qui doivent être déposées à l'accueil. | Le monument est vaste : les enfants doivent rester à tout moment sous la surveillance d'un adulte. | Les animaux sont interdits. | Interdiction de fumer sur l’ensemble du site, tant à l’intérieur qu’à l’extérieur du monument. En application du décret n° 2025-582 du 27 juin 2025 relatif aux espaces sans tabac, les lieux collectifs extérieurs où enfants et adolescents peuvent être présents ou exposés, notamment les parcs et jardins publics, deviennent des espaces sans tabac.",Tarif : 9 €
Trésor de la cathédrale de Lyon,https://www.tresor-cathedrale-lyon.fr/,"Découvrez une collection de pièces emblématiques, de l’époque byzantine au XIXe siècle, d'une qualité exceptionnelle.",0.0,Voir tous les tarifs,"Du 15 mai au 15 septembre
Lundi : fermé
Mardi : 9h30 - 12h30 et 13h30 - 18h
Mercredi : 11h30 - 12h30 et 13h30 - 18h
Du jeudi au samedi : 9h30- 12h30 et 13h30 - 18h
Dimanche : 13h30 - 18h
Du 16 septembre au 14 mai
Lundi :  fermé
Mardi : 10h - 12h30 et 13h30 - 17h30
Mercredi : 11h30 - 12h30 et 13h30 - 17h30
Du jeudi au samedi : 10h - 12h30 et 13h30 - 17h30 
Dimanche : 13h30 - 17h30 
Attention : fermé le 1er janvier, 1er mai et 25 décembre",,"Place Saint-Jean, B.P. 5016, 69005 Lyon, 04 78 92 82 29","Chiens d'assistance autorisés | Poussettes autorisées | Sacs non autorisés | Photos autorisées sans flash | Interdiction de fumer sur l’ensemble du site, tant à l’intérieur qu’à l’extérieur du monument. En application du décret n° 2025-582 du 27 juin 2025 relatif aux espaces sans tabac, les lieux collectifs extérieurs où enfants et adolescents peuvent être présents ou exposés, notamment les parcs et jardins publics, deviennent des espaces sans tabac.",Tarif : gratuit
Horloge astronomique de Besançon,https://www.horloge-astronomique-besancon.fr/,"Au sein de la cathédrale, découvrez une exceptionnelle horloge astronomique construite au XIXe siècle.",5.0,Gratuit - de 26 ans,"Du 1er avril au 31 octobre
10h - 12h30 et 14h - 18h
Fermé le lundi
Vacances de Toussaint, de Noël, d'Hiver et de Pâques
10h - 12h30 et 14h - 18h
Fermé le lundi
Attention : 
Dernier accès au monument 30mn avant la fermeture du monument.
Le 24 et 31 décembre, l'Horloge astronomique fermera exceptionnellement à 17h.
Fermeture les 1er janvier, 1er mai, le 11 novembre et 25 décembre.",espèces | cartes bancaires | chèque | chèque Culture | chèque-vacances (ANCV),"25 rue du chapitre, 25000 Besançon","Billetterie sur place ou e-billetterie | Photos autorisées dans le monument sans flash. | Salle exiguë : jauge de 20 personnes maximum | Visites commentées sans supplément à 10h30, 14h30, 15h30 et 16h30.",Tarif : 5€
Site archéologique de Montcaret,https://www.villa-montcaret.fr/,Découvrez le site de Montcaret et ses thermes privés aux exceptionnels pavements de mosaïque.,5.0,Gratuit pour les - de 26 ans,"Du 26 mai au 28 septembre 2025
9h30-12h45 et 14h-18h
Du mardi au dimanche
Du 29 septembre 2025 à fin mai 2026
10h - 12h30 et 14h - 17h30
Du mardi au dimanche

Attention : dernier accès au monument, 45 minutes avant la fermeture.

Fermeture les 1er janvier, lundi de Pâques, 1er mai, 1er et 11 novembre et 25 décembre.",Carte bancaire (sauf American express) | Espèces | Chèque | Chèques-Vacances (droit d’entrée) | Chèques Culture (produits en boutique),"1 rue des Anciennes Postes, 24230 Montcaret","Durée de visite conseillée : 1h. | Document de visite gratuit (disponible en français, anglais, allemand, néerlandais, italien et espagnol). | Panneaux d’interprétation. | Salle d’exposition. | Parking pour autocars à 200m, gratuit. | Librairie-boutique. | Chiens interdits sauf chiens guides d'aveugle ou d'assistance. | Interdiction de fumer sur l’ensemble du site, tant à l’intérieur qu’à l’extérieur du monument. En application du décret n° 2025-582 du 27 juin 2025 relatif aux espaces sans tabac, les lieux collectifs extérieurs où enfants et adolescents peuvent être présents ou exposés, notamment les parcs et jardins publics, deviennent des espaces sans tabac.",Tarif : 5 €
